combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0877,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.events.owned.readonly; https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/devstorage.read_write; ,0,3,0,0,4,4,0,high
SC-0878,Strategy F: Randomly Generated Scope Combinations,"service: Docs, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/calendar.events.owned.readonly; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses; ,1,4,1,0,4,3,0,high
SC-0879,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/calendar.readonly; https://www.googleapis.com/auth/calendar.settings.readonly; ,0,3,0,0,3,1,0,high
SC-0880,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read_write, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Admin, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/analytics.manage.users; https://www.googleapis.com/auth/forms.body.readonly; ,1,5,1,1,5,4,0,critical
SC-0881,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.calendarlist.readonly; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata; https://www.googleapis.com/auth/calendar.calendarlist; https://www.googleapis.com/auth/youtubepartner; ,0,4,0,0,5,4,0,high
SC-0882,Strategy F: Randomly Generated Scope Combinations,"service: Analytics, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/analytics; https://mail.google.com/; https://www.googleapis.com/auth/tasks; ,1,5,1,0,3,3,1,critical
SC-0883,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read_write, google_classification: non_sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/calendar.app.created; https://www.googleapis.com/auth/fitness.activity.read; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/user.phonenumbers.read; https://www.googleapis.com/auth/calendar.readonly; ,0,4,0,1,5,4,0,medium
SC-0884,Strategy F: Randomly Generated Scope Combinations,"service: Gmail, access_type: full_access, google_classification: restricted; service: Fitness, access_type: read, google_classification: sensitive; service: Firebase, access_type: write, google_classification: sensitive; Offline refresh token",https://mail.google.com/; https://www.googleapis.com/auth/fitness.location.read; https://www.googleapis.com/auth/firebase.messaging; ,1,5,1,0,3,3,1,critical
SC-0885,Strategy F: Randomly Generated Scope Combinations,"service: Chat, access_type: read_write, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Slides, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/fitness.blood_glucose.read; https://www.googleapis.com/auth/presentations.readonly; ,1,4,1,0,3,3,0,high
SC-0886,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read, google_classification: restricted; service: Drive, access_type: write, google_classification: sensitive; service: Firebase, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/firebase.readonly; ,1,4,1,0,3,2,1,critical
SC-0887,Strategy F: Randomly Generated Scope Combinations,"service: Calendar, access_type: read_write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: Contacts, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/devstorage.read_only; ,1,4,1,1,5,5,0,high
SC-0888,Strategy F: Randomly Generated Scope Combinations,"service: Identity, access_type: read, google_classification: non_sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Admin, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: read, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/userinfo.email; https://www.googleapis.com/auth/fitness.blood_pressure.read; https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/compute; ,0,5,0,1,5,5,0,critical
SC-0889,Strategy F: Randomly Generated Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/drive.file; ,0,4,0,0,3,3,0,high
SC-0890,Strategy F: Randomly Generated Scope Combinations,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/gmail.addons.current.action.compose; ,1,5,1,0,3,3,0,high
SC-0891,Strategy F: Randomly Generated Scope Combinations,"service: Drive, access_type: read_write, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: sensitive; service: Gmail, access_type: read, google_classification: sensitive; service: Photos, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.appdata; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.metadata; https://www.googleapis.com/auth/gmail.metadata; https://www.googleapis.com/auth/photoslibrary; ,1,5,1,0,5,4,0,high
SC-0892,Strategy F: Randomly Generated Scope Combinations,"service: Slides, access_type: full_access, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; service: Firebase, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/firebase.readonly; profile; https://www.googleapis.com/auth/calendar.events.freebusy; ,0,3,0,0,5,5,0,high
SC-0893,Strategy F: Randomly Generated Scope Combinations,"service: AdSense, access_type: read, google_classification: non_sensitive; service: Admin, access_type: read_write, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/admin.datatransfer; https://www.googleapis.com/auth/user.gender.read; ,1,5,1,1,3,3,0,critical
SC-0894,Strategy F: Randomly Generated Scope Combinations,"service: BigQuery, access_type: full_access, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; service: Cloud Storage, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/bigquery; https://www.googleapis.com/auth/chat.spaces; https://www.googleapis.com/auth/devstorage.read_only; ,0,4,0,0,3,3,0,high
SC-0895,Strategy F: Randomly Generated Scope Combinations,"service: Gmail, access_type: write, google_classification: restricted; service: Calendar, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.settings.sharing; https://www.googleapis.com/auth/calendar.acls; https://www.googleapis.com/auth/drive.appdata; https://www.googleapis.com/auth/admin.reports.audit.readonly; ,0,5,0,0,4,4,1,critical
